name,party_name,year,district,ag_count,candidate_count,comm_count,construct_count,defense_count,energy_count,finance_count,general_count,government_count,health_count,ideology_count,labor_count,law_count,non_count,partyfund_count,public_count,transportation_count,uncoded_count,unitem_count,total_count,ag,candidate,comm,construct,defense,energy,finance,general,government,health,ideology,labor,law,non,partyfund,public,transportation,uncoded,unitem,total,year_count
"JONES, MARGARET PEGGY",REPUBLICAN,2014,HOUSE DISTRICT 096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.61,0,71.61,1
"JORDAN, JACK",REPUBLICAN,2016,HOUSE DISTRICT 017,1,12,0,1,0,1,2,9,0,0,0,0,0,0,0,0,0,25,1,52,455,61887.5985,0,910,0,455,1365,22098.5583,0,0,0,0,0,0,0,0,0,36511.3385,614.25,124296.7453,1
"JORDAN, LEE",DEMOCRATIC,2012,HOUSE DISTRICT 084,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,5,0,9,0,0,0,0,0,0,0,288,0,0,0,1152,0,0,672,0,0,456,0,2568,1
"JORDAN, SARAH",LIBERTARIAN,2010,HOUSE DISTRICT 055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.15,0,584.15,1
"JOZWIAK, ROBERT (ROOFER ROB)",LIBERTARIAN,2010,HOUSE DISTRICT 037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4954.17,0,4954.17,2
"JUDY, CHRISTOPHER N (CHRIS)",REPUBLICAN,2014,HOUSE DISTRICT 083,3,0,0,1,0,3,5,8,0,1,1,1,3,0,0,0,0,55,12,93,5661,0,0,273,0,910,1342.25,3650,0,273,910,455,955.5,0,0,0,0,18337.6085,5168.6942,37936.0527,2
"KALLENBACH, RICHARD (RICK)",REPUBLICAN,2010,HOUSE DISTRICT 016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,15,0,735.79,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,3293.9,2277.92,6807.61,1
"KARAGAN, PETER N",REPUBLICAN,2010,HOUSE DISTRICT 012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,3,76,0,185.18,0,0,0,0,0,0,0,0,0,0,0,0,1880.1,0,0,31466,4842.8464,38374.1264,2
"KARICKHOFF, MICHAEL",REPUBLICAN,2010,HOUSE DISTRICT 030,6,63,19,22,0,30,34,62,4,21,9,37,37,0,11,0,8,517,6,886,3220,157626.7435,10163.5,10353,0,10035.5,36222.9938,38815.0391,440,5990.8,26408.2,22361,11983,0,49214.1725,0,2852.5,102200.96,2435.6,490323.0089,4
"KATZ, FRANCES",REPUBLICAN,2010,HOUSE DISTRICT 019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17300,0,17300,1
"KEEN, CHARLES T (TOM)",DEMOCRATIC,2012,SENATE DISTRICT 016,0,3,0,2,0,1,0,1,0,0,8,8,1,0,1,0,0,21,2,48,0,2016,0,469.2,0,48,0,9600,0,0,2841.5424,4752,144,0,240,0,0,8052.7104,240,28403.4528,1
"KEEN, GERRY J",REPUBLICAN,2016,HOUSE DISTRICT 026,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,182,0,227.5,0,0,0,0,0,0,0,0,0,0,0,0,0,546,590.59,1546.09,1
"KEENAN, STUART A",REPUBLICAN,2014,HOUSE DISTRICT 034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,17,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3241.8126,93.3162,3614.1288,1
"KELLER, SCOTT",REPUBLICAN,2012,HOUSE DISTRICT 100,0,7,0,1,0,0,5,3,5,0,0,0,5,0,1,0,0,161,2,190,0,13275.84,0,480,0,0,1152,1440,1920,0,0,0,816,0,480,0,0,46003.2,2102.64,67669.68,1
"KENLEY, HOWARD (LUKE)",REPUBLICAN,2012,SENATE DISTRICT 020,32,30,46,62,3,106,95,143,3,169,6,27,77,0,0,0,40,652,1,1492,12566.6825,24108.98,29598.5,53993.95,2730,71893.58,98826.5,80606.741,1073.75,119386.25,14380,18289.6,55706.08,0,0,0,33517.5,235732.36,350.208,852760.6815,2
"KERN, KEN",DEMOCRATIC,2016,SENATE DISTRICT 028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.196,241.696,619.892,1
"KERSEY, CLYDE",DEMOCRATIC,2010,HOUSE DISTRICT 043,1,0,8,4,0,11,9,13,1,4,1,59,13,0,1,0,3,23,1,152,300,0,4780,2322.5,0,3976.5,4960.5,5518.5925,91,1240,92.208,36137,4026,0,160.32,0,1385,4690.01,93,69772.6305,4
"KESSLER, JOHN",REPUBLICAN,2016,SENATE DISTRICT 016,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,2,25,0,0,0,0,0,0,0,0,182,0,455,0,0,0,0,0,0,26957.7945,1901.9,29496.6945,1
"KEYES, LON",DEMOCRATIC,2012,HOUSE DISTRICT 051,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,7,0,480,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,8464.6176,284.16,9516.7776,1
"KHARBANDA, JESSE",DEMOCRATIC,2016,SENATE DISTRICT 036,0,32,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,31,40,110,0,5470.7835,1365,0,0,0,0,0,546,0,0,0,728,0,0,0,0,9558.8129,2182.4075,19851.0039,1
"KINCAID JR, ALVA J (JIM)",DEMOCRATIC,2012,HOUSE DISTRICT 070,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,2,14,0,685.5264,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,0,1896,1973.6736,7915.2,1
"KINCAID, JOHNNY",REPUBLICAN,2016,HOUSE DISTRICT 077,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,17,4,25,0,227.5,0,0,0,0,0,0,273,0,0,0,455,0,0,0,0,3230.5,1814.904,6000.904,1
"KING, JOANNA",REPUBLICAN,2016,SENATE DISTRICT 012,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,2,38,0,22750,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,18495.295,1407.77,43290.065,1
"KINNAMON, DANIEL L",REPUBLICAN,2012,SENATE DISTRICT 035,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,2,15,0,5286.1056,0,0,0,0,288,0,0,0,0,0,192,0,0,0,0,2199.36,2651.52,10616.9856,1
"KIRCHHOFER, CINDY",REPUBLICAN,2010,HOUSE DISTRICT 089,2,37,12,3,0,12,34,66,0,90,11,13,42,0,18,0,0,292,11,643,910,75577.2,6063,1423,0,3216,19560,61702.0634,0,37785.9985,34445.2,6155.5,13226.5,0,101513.9893,0,0,67749.4003,3580.4369,432908.2884,4
"KLEEMAN, LARRY K",DEMOCRATIC,2016,HOUSE DISTRICT 074,0,11,0,1,0,0,0,0,0,0,9,6,0,0,4,0,0,35,34,100,0,5618.5311,0,455,0,0,0,0,0,0,1049.7123,2229.5,0,0,1592.5,0,0,7365.1487,3880.24,22190.6321,1
"KLEIN, DANIEL M",REPUBLICAN,2010,HOUSE DISTRICT 019,0,16,0,1,0,0,2,3,2,1,2,0,4,0,19,0,0,161,0,211,0,13252.13,0,250,0,0,800,3000,700,50,12000,0,1450,0,123188.67,0,0,20340,0,175030.8,1
"KLINKER, SHEILA J",DEMOCRATIC,2010,HOUSE DISTRICT 027,3,6,9,20,0,20,30,36,7,47,4,72,17,0,4,0,6,230,9,520,554,5725.5,4800,9463.5,0,5107.0348,12561,9854.1724,1045.5,16414.5,424.2721,70952.2014,6301.5,0,1225.5,0,2465,43851.5676,19313.5,210058.7483,4
"KNOLLMAN, TOM",REPUBLICAN,2010,HOUSE DISTRICT 055,3,1,5,1,0,5,0,8,0,1,2,1,2,0,2,0,1,12,3,47,1500,1377.85,2300,250,0,1350,0,3500,0,300,725,200,500,0,6344.19,0,300,2950,125,21722.04,1
"KOCH, ERIC ALLAN",REPUBLICAN,2010,HOUSE DISTRICT 065,3,13,56,14,0,87,47,41,0,23,0,14,46,0,4,0,15,164,2,529,2140,11346.5625,37494.728,5732.5,0,60032,21584,17676.7504,0,7192.5,0,5863,46276.5,0,56791.098,0,6539.5,39842.0088,18.2091,318529.3568,4
"KOLBE, DAVID C",DEMOCRATIC,2014,HOUSE DISTRICT 022,0,4,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,27,2,39,0,1720.5,0,0,0,0,930,0,0,0,0,568.23,1162.5,0,186,0,0,9081.915,1900.92,15550.065,1
"KRIZMAN, PAUL",DEMOCRATIC,2010,HOUSE DISTRICT 011,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,23,0,2941.81,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,200,4300,7841.81,1
"KRUSE, DENNIS K",REPUBLICAN,2010,SENATE DISTRICT 014,4,0,38,22,1,42,24,33,6,18,6,7,23,0,0,0,10,62,0,296,1244,0,18404.5,10448,465,23307.5,13927,11779,3592.5,8293,6850.2,3424,6828,0,0,0,4780,19792.81,0,133135.51,2
"KUBACKI, REBECCA A",REPUBLICAN,2010,HOUSE DISTRICT 022,7,11,11,10,0,20,18,32,7,20,7,2,12,0,4,0,2,234,11,408,2158.7,22244.9,4568.5,8298,0,7533,14799.3,105600.7819,2434.2,9640.6,7000.5568,424.5,4544.5,0,31584.96,0,2000,87112.7444,22300.338,332245.5811,3
"KUHNLE, JUSTIN",DEMOCRATIC,2016,SENATE DISTRICT 013,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,28,0,755.4001,0,0,0,0,0,0,0,0,0,1638,0,0,0,0,0,1214.85,0,3608.2501,1
"KUIPER, PHILLIP",DEMOCRATIC,2014,HOUSE DISTRICT 011,0,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,46,0,58,0,2046,0,0,0,0,0,0,0,0,0,372,0,0,232.5,0,0,11415.75,0,14066.25,1
"KUNZER, JOHN",DEMOCRATIC,2010,HOUSE DISTRICT 088,0,5,0,0,0,0,0,0,1,0,1,1,1,0,3,0,0,31,1,44,0,888,0,0,0,0,0,0,150,0,500,200,150,0,5200,0,0,5872.44,505,13465.44,1
"LAMOTTE, CRYSTAL D",REPUBLICAN,2014,SENATE DISTRICT 031,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,19,0,11451.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10834.5,542.841,22828.896,1
"LANANE, TIMOTHY (TIM)",DEMOCRATIC,2010,SENATE DISTRICT 025,13,6,16,14,1,41,45,75,0,61,1,80,78,0,4,0,24,280,6,745,4541,3023.1,7300,8513.5,465,25614,27325.1023,26847.75,0,28702,223.3116,67684.5,58925.5,0,31076,0,13959,57209.569,4716.93,366126.2629,2
"LANDSKE, DOROTHY SUZANNE (SUE)",REPUBLICAN,2010,SENATE DISTRICT 006,2,4,13,6,0,27,14,13,0,16,2,4,10,0,6,0,5,22,2,146,500,17389.04,7600,2200,0,9900,4269.11,4523.72,0,5050,5250,1050,2900,0,4632.5,0,1600,7042.5,15540,89446.87,1
"LAUER, RYAN D",REPUBLICAN,2014,HOUSE DISTRICT 059,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,6,99,0,10519.2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17727.7498,1938.65,30185.6112,2
"LAWSON, CONNIE",REPUBLICAN,2012,SENATE DISTRICT 024,0,1,4,5,0,12,11,15,0,33,0,2,11,0,0,0,3,12,1,110,0,960,2544,2544,0,9504,8064,7800,0,19800,0,1728,3792,0,0,0,1728,4104,48,62616,1
"LAWSON, LINDA C",DEMOCRATIC,2010,HOUSE DISTRICT 001,1,7,9,12,0,39,37,31,2,29,1,67,62,0,0,0,8,99,2,406,500,5404,7300,4994,0,16885,20172,14807,211,21375,92.208,30473.5,31596,0,0,0,5023,26861.5,441,186135.208,4
"LEATHERBURY, DOUGLAS C",DEMOCRATIC,2010,HOUSE DISTRICT 073,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,54,0,63,0,0,0,0,0,0,0,0,113.75,0,17.4811,2105.75,0,0,0,0,0,27163.263,0,29400.2441,3
"LEE, ZACHARY",LIBERTARIAN,2016,HOUSE DISTRICT 054,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,835.1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.05,741.65,2445.8616,1
"LEGG, ETHAN W",LIBERTARIAN,2016,HOUSE DISTRICT 021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,165.347,711.347,1
"LEHE, DONALD J (DON)",REPUBLICAN,2010,HOUSE DISTRICT 015,38,13,13,20,0,51,16,52,1,74,8,11,18,0,13,0,7,170,0,505,16322.5,1429.85,4796.5,9794,0,17183.5,6511,19178.3888,50,25367,17265,2478,4497.5,0,54098.962,0,2595,48614.6344,0,230181.8352,4
"LEHMAN, MATTHEW S",REPUBLICAN,2010,HOUSE DISTRICT 079,8,17,22,17,1,31,162,88,1,61,5,7,35,0,6,0,20,175,9,665,2883,9517.3948,11316.5,8981,232.5,18746.5,125542,31914.5,144,32810.5,3112,2384,12783.5,0,6651.426,0,9107,74016.078,5866.715,356008.6138,4
"LEIBUNDGUTH, ALAN",REPUBLICAN,2012,HOUSE DISTRICT 077,0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,23,5,39,0,1801.92,0,0,0,0,240,480,0,0,0,0,144,0,0,0,0,3617.28,7049.28,13332.48,1
"LEISING, JEAN",REPUBLICAN,2012,SENATE DISTRICT 042,37,9,32,28,0,69,43,73,43,105,5,11,40,0,7,0,11,306,1,820,9461.3,3035.5,19682,13252.9,0,28807.5,14513.8,29460.4783,3178.3,39332.1,3740,4142,11427.5,0,24861.9363,0,4342,55553.0713,45.5,264835.8859,2
"LEMMON, DENISE",REPUBLICAN,2012,HOUSE DISTRICT 082,2,6,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,40,5,57,1152,4128,0,0,0,0,960,480,0,96,0,0,0,0,0,0,0,5827.2,1341.12,13984.32,1
"LEONARD, DANIEL J (DAN)",REPUBLICAN,2010,HOUSE DISTRICT 050,3,22,24,27,0,44,38,67,2,18,5,7,24,0,0,0,9,84,101,475,3280,24117.02,11723.5,17529.82,0,23193,22021.5,28420.5,392,6593,4363,2899,9746,0,0,0,3263,33973.4,7005.7112,198520.4512,4
"LESLIE, PAUL W",LIBERTARIAN,2010,HOUSE DISTRICT 085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99,6.99,1
"LEVIN, BILL",LIBERTARIAN,2014,HOUSE DISTRICT 098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830.949,3830.949,1
"LEWIS JR, JAMES A (JIM)",DEMOCRATIC,2010,SENATE DISTRICT 045,3,0,7,4,0,19,16,16,0,13,0,7,7,0,4,0,8,9,3,116,700,0,5050,2300,0,6400,4800,5700,0,6050,0,2750,2450,0,26200,0,2700,4500,1050,70650,1
"LIGGETT, RON",DEMOCRATIC,2010,HOUSE DISTRICT 033,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,1,23,0,1100,0,0,0,0,0,0,0,0,0,8537.5,0,0,0,0,0,900,90,10627.5,1
"LINDSEY, STEVE",DEMOCRATIC,2014,SENATE DISTRICT 039,0,0,0,0,0,0,0,0,0,0,0,17,2,0,2,0,0,12,0,33,0,0,0,0,0,0,0,0,0,0,0,19491,460,0,2929.5,0,0,7876,0,30756.5,2
"LIVINGHOUSE, MICHELLE",DEMOCRATIC,2016,HOUSE DISTRICT 017,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,65,21,93,0,22.75,0,0,0,0,0,0,0,0,0,1140.23,0,0,245.7,0,0,6616.0276,2649.9928,10674.7004,1
"LOCKHART, PATRICK",DEMOCRATIC,2014,HOUSE DISTRICT 091,0,9,0,1,0,0,1,1,1,0,0,4,0,0,3,0,0,125,0,145,0,1023.6417,0,37.2,0,0,46.5,93,186,0,0,9951,0,0,532.0716,0,0,4958.3043,0,16827.7176,1
"LONG, DAVID C",REPUBLICAN,2012,SENATE DISTRICT 016,56,23,65,59,3,178,180,235,3,208,17,16,86,0,6,0,47,761,2,1945,38923.5,48776.288,102567.947,176372,3185,352921.75,331069.5491,455388.7978,1680,220686.3373,49037.5,22406,154321.8979,0,68356.8656,0,69952.5,477684.1967,911.328,2574241.457,2
"LOYD, BRETT",REPUBLICAN,2010,HOUSE DISTRICT 070,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,34,0,9521.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,250,11071.22,1
"LUCAS, JIM",REPUBLICAN,2010,HOUSE DISTRICT 066,2,41,12,7,0,9,12,40,0,2,13,2,9,0,16,0,0,163,4,332,506.5,109329.89,5926.4037,4546,0,2440.5,4384.5,33139.9976,0,240,38440,1001,3261.5,0,61772.86,0,0,63842.7183,267.3,329099.1696,4
"LUDINGTON, RICHARD W",DEMOCRATIC,2012,HOUSE DISTRICT 016,0,1,0,0,0,0,0,0,0,0,2,25,0,0,11,0,0,30,2,71,0,1920,0,0,0,0,0,0,0,0,196.6601,5660.5,0,0,8969.69,0,0,6678.25,475.2,23900.3001,3
"LUTZ, L JACK",REPUBLICAN,2010,HOUSE DISTRICT 035,6,2,30,6,0,59,14,47,0,9,4,3,24,0,10,0,2,68,8,292,6255,7530,18713,5190,0,35280.5,4740,36122.4507,0,2638,13490,807,14630.5,0,69756.8448,0,540,45068.6355,2311.9,263073.831,3
"LYCAN, JAMES R (JIM)",REPUBLICAN,2012,HOUSE DISTRICT 036,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,10,0,1104,0,0,0,0,192,0,240,0,0,0,0,0,0,0,0,1104,355.2,2995.2,1
"LYNESS, RANDY",REPUBLICAN,2010,HOUSE DISTRICT 055,0,0,3,2,0,3,3,4,0,1,0,0,3,0,0,0,0,48,1,68,0,0,910,1183,0,819,819,3865,0,273,0,0,910,0,0,0,0,18437.2,3985,31201.2,2
"LYTLE, CHRIS",REPUBLICAN,2012,SENATE DISTRICT 028,0,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,109,21,137,0,11196.9312,0,0,0,0,0,9600,1051.68,0,480,0,0,0,0,0,0,10371.4944,518.4,33218.5056,1
"MACER, KARLEE D",DEMOCRATIC,2012,HOUSE DISTRICT 092,0,14,8,1,0,6,10,19,8,8,6,52,19,0,14,0,3,130,7,305,0,16257,4064,232.5,0,1570,4267,6673.5,1171,2296,1080.5692,71604.75,7208,0,94957.7472,0,1385,38791.0398,423.2632,251981.3694,3
"MAHAN, KEVIN A",REPUBLICAN,2010,HOUSE DISTRICT 031,9,42,22,11,0,21,98,67,2,49,4,10,46,0,23,0,13,218,17,652,4916.5,43229.13,13842,8218,0,10463,71285,41993.5048,1056,15731,12080,4905,18697.5,0,70232.7712,0,4489.25,79858.4081,20142.02,421139.0841,4
"MANCO, DONALD DONNY",DEMOCRATIC,2016,HOUSE DISTRICT 084,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,13,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,1592.5,1695.0024,3742.5024,1
"MANN II, JAMES R (JIM)",DEMOCRATIC,2012,HOUSE DISTRICT 046,0,18,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,43,7,99,0,11445.6504,0,0,0,0,42.4128,0,0,0,0,32365.9206,0,0,0,0,0,9463.206,16701.7476,70018.9374,2
"MARCUM, JOE",DEMOCRATIC,2014,HOUSE DISTRICT 029,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,1,13,0,0,0,0,0,0,0,0,0,0,1022.7675,2790,0,0,93,0,0,1688.1825,1994.85,7588.8,1
"MARTINEZ, GENA",LIBERTARIAN,2012,SENATE DISTRICT 033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.12,141.12,1
"MAY, CHRIS D",REPUBLICAN,2016,HOUSE DISTRICT 065,1,1,1,0,0,1,2,6,0,0,1,1,5,0,0,0,1,50,1,71,455,45.5,3018.9159,0,0,273,682.5,21874.6346,0,0,91,227.5,4550,0,0,0,273,20484.6824,540.54,52516.2729,1
"MAYFIELD, PEGGY",REPUBLICAN,2012,HOUSE DISTRICT 060,4,12,12,9,0,18,84,53,24,28,5,3,17,0,21,0,2,305,27,624,1107,16708,4340.5,6172.5,0,5762,41821.172,19335.5418,3574.5116,9702,21320,1674,4687,0,263759.9422,0,501.5,80104.9655,2570.73,483141.3631,3
"MCCALESTER, WRAY",DEMOCRATIC,2010,HOUSE DISTRICT 083,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,3,15,0,1750,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,1468.22,1225.24,5943.46,1
"MCCLAIN, RICHARD W (RICH)",REPUBLICAN,2010,HOUSE DISTRICT 024,1,2,5,4,0,10,1,10,0,8,1,1,6,0,1,0,2,22,2,76,500,490,2500,1400,0,3450,200,5150,0,2475,1000,200,1400,0,5400,0,600,22175,2950,49890,1
"MCCORMICK, JIM",DEMOCRATIC,2012,HOUSE DISTRICT 069,0,4,0,0,0,0,0,0,2,0,1,8,1,0,4,0,0,80,5,105,0,1680,0,0,0,0,0,0,576,0,138.3072,42432,192,0,57572.6016,0,0,15152.64,9192.96,126936.5088,1
"MCDONALD, BILL",REPUBLICAN,2014,SENATE DISTRICT 043,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,0,13414.6455,0,0,0,0,0,0,0,0,69.75,0,13484.3955,1
"MCMILLAN, DEANNA I",DEMOCRATIC,2016,HOUSE DISTRICT 026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864.4707,0,2864.4707,1
"MCMILLAN, MINDI FISHER",REPUBLICAN,2012,HOUSE DISTRICT 024,4,4,0,0,0,1,6,8,16,15,0,0,2,0,0,0,0,60,3,119,1082.4,2735.3952,0,0,0,48,624,702.72,1750.8,1937.28,0,0,938.4,0,0,0,0,7700.6976,203.52,17723.2128,1
"MCMILLIN, JUDSON G (JUD)",REPUBLICAN,2010,HOUSE DISTRICT 068,4,50,14,12,0,25,30,50,0,16,4,3,25,0,11,0,8,227,78,557,1063.2,35040.16,9292.5,5699.5,0,11694,21892.5,65400.8407,0,4353,67884,1356,24009,0,160203.65,0,3426,70430.5342,12854.3,494599.1849,3
"MCNAMARA, WENDY (MAC)",REPUBLICAN,2010,HOUSE DISTRICT 076,4,29,4,18,0,37,37,52,3,19,3,17,30,0,18,0,7,253,13,544,2840,85048.1864,1472,13949.75,0,12812.3,16943.25,45879.1618,887,6352.25,15651.2512,6151,13586,0,200757.7468,0,2658.5,70345.3,20854.9674,516188.6636,4
"MCVEY JR, TIMOTHY L",REPUBLICAN,2010,HOUSE DISTRICT 089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.3,187.69,737.99,1
"MEADOWS, MARK A",REPUBLICAN,2012,HOUSE DISTRICT 047,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,8,0,2036.3616,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,518.4,0,2938.7616,1
"MEARS, MICHAEL",REPUBLICAN,2014,HOUSE DISTRICT 011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580.5,465,4045.5,1
"MEECE, JIM",REPUBLICAN,2012,HOUSE DISTRICT 042,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10,2,15,0,0,0,0,0,0,480,0,0,0,0,2181.12,288,0,0,0,0,4800,12300.3456,20049.4656,1
"MEEKS, DENNIS S",DEMOCRATIC,2010,HOUSE DISTRICT 019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.93,0,848.93,1
"MEIER, DON",REPUBLICAN,2014,HOUSE DISTRICT 039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1062.5715,1527.5715,1
"MELCHER, STEPHEN R",DEMOCRATIC,2014,HOUSE DISTRICT 078,0,3,0,6,0,0,1,1,0,0,0,36,3,0,3,0,0,34,3,90,0,1507.53,0,5487,0,0,1860,186,0,0,0,55893,3720,0,52080,0,0,41966.25,11853.8544,174553.6344,1
"MELTON, EDDIE",DEMOCRATIC,2016,SENATE DISTRICT 003,1,3,3,0,0,5,1,6,0,2,0,6,9,0,0,0,0,283,0,319,455,705.25,1245.8173,0,0,2639,1820,9418.4545,0,546,0,3685.5,2957.5,0,0,0,0,72455.6651,0,95928.1869,1
"MENNINGA, CRAIG",REPUBLICAN,2010,HOUSE DISTRICT 013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2338.2,0,0,12460,810,15618.2,1
"MERLAU, JOHN",REPUBLICAN,2012,SENATE DISTRICT 028,2,4,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,49,1,63,1056,14802.3456,0,0,0,0,23040,96,0,0,0,240,0,0,0,0,0,15638.4,475.2,55347.9456,1
"MERRITT JR, JAMES W",REPUBLICAN,2010,SENATE DISTRICT 031,17,24,65,35,1,142,83,132,2,95,7,14,59,0,5,0,36,317,0,1034,6723.5,97522.75,43856.5,19495,697.5,109915.5,67141.5,121166.6,600,63295,29650,7575.5,28299,0,223102.17,0,26284,106214.845,0,951539.365,2
"MESSMER, MARK B",REPUBLICAN,2010,HOUSE DISTRICT 063,28,30,7,19,0,36,54,49,5,20,4,58,17,0,5,0,0,285,9,626,12462.5,20012.8924,3610,9952,0,14397.584,28185.5,27560.2791,1612.5,4621,3540,40404,4632,0,25605.1676,0,0,95930.312,33002.4251,325528.1602,3
"METRO, JAMES (JIM)",DEMOCRATIC,2010,SENATE DISTRICT 006,0,28,1,0,0,0,1,0,0,2,2,98,1,0,2,0,0,134,2,271,0,3421.3,150,0,0,0,186,0,0,145.6,168.07,154373.75,50,0,5208,0,0,25181.33,150,189034.05,3
"METZGER, TED",REPUBLICAN,2010,SENATE DISTRICT 047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17956.09,0,0,3861,5400.695,27217.785,2
