name,party_name,year,district,ag_count,candidate_count,comm_count,construct_count,defense_count,energy_count,finance_count,general_count,government_count,health_count,ideology_count,labor_count,law_count,non_count,partyfund_count,public_count,transportation_count,uncoded_count,unitem_count,total_count,ag,candidate,comm,construct,defense,energy,finance,general,government,health,ideology,labor,law,non,partyfund,public,transportation,uncoded,unitem,total,year_count
"TORRES, AUREA",LIBERTARIAN,2016,HOUSE DISTRICT 020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.5,0,318.5,1
"TOTH, CHARLES (CHUCK)",DEMOCRATIC,2012,HOUSE DISTRICT 046,0,2,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,23,0,39,0,974.6592,0,0,0,0,0,0,192,0,0,10264.32,0,0,0,0,0,15789.12,0,27220.0992,1
"TRUITT, RANDY",REPUBLICAN,2010,HOUSE DISTRICT 026,5,24,13,28,0,26,29,31,4,32,1,12,26,0,10,0,3,511,3,758,1623,13945.76,6033,13150,0,9688,24349.75,10601.42,384.4,12871,5000,16659,12685,0,74874.4,0,1041,107173.8072,307.4067,310386.9439,3
"TURNER, PAUL ERIC",REPUBLICAN,2010,HOUSE DISTRICT 032,12,1,37,34,0,55,48,95,0,110,7,8,62,0,0,0,20,119,0,608,3392,72.74,31707,35490.5,0,27880.5,62246.5,67905.8799,0,64145.5,8287.5,3463,35083,0,0,0,11882,54411.2304,0,405967.3503,3
"TYLER, DENNIS A",DEMOCRATIC,2010,HOUSE DISTRICT 034,1,1,6,3,0,4,4,13,0,8,0,68,10,0,1,0,0,45,2,166,250,250,3050,1050,0,900,1200,4100,0,2650,0,54750,5050,0,1589.9,0,0,30458,1827.1,107125,1
"UBELHOR, MATTHEW (MATT)",REPUBLICAN,2010,HOUSE DISTRICT 062,4,25,6,12,0,46,24,43,5,10,12,5,16,0,31,0,3,351,2,595,2698.5,113374.43,2835,6480,0,30949,27809,76606.72,471,3770,118910.51,1396.5,6295,0,560143.8308,0,3425,144500.001,618,1100282.492,3
"VAN HAAFTEN, W TRENT",DEMOCRATIC,2012,HOUSE DISTRICT 076,0,17,1,1,0,0,1,2,1,2,6,52,10,0,14,0,0,85,7,199,0,13667.52,960,240,0,0,480,768,480,144,1624.32,75614.4,9168,0,88112.8512,0,0,16606.08,1986.24,209851.4112,1
"VAN WYE SR, JOSEPH S (JOE)",REPUBLICAN,2014,HOUSE DISTRICT 066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,153.2826,339.2826,1
"VANDENBURGH, SHELLI",DEMOCRATIC,2016,HOUSE DISTRICT 019,8,82,20,1,0,36,20,22,3,16,6,256,31,0,37,0,4,399,41,982,1923,31643.9,8626.5,250,0,14901.7,14343,6607.0576,747,3612.1,1299.2224,332094.0514,17328,0,357132.494,0,1495,58555.1868,2832.0564,853390.2686,4
"VANNATTER, HEATH",REPUBLICAN,2010,HOUSE DISTRICT 038,10,30,40,36,0,64,60,67,1,25,6,3,37,0,6,0,3,289,8,685,2793.5,11460.5628,29060,35892.03,0,51167,36700,86469.316,96,5753,10775,1047,14289.5,0,16860.72,0,897,64396.4056,7845.9044,375502.9388,4
"VINZANT, DAVID R",DEMOCRATIC,2012,SENATE DISTRICT 003,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,3,84,0,75380.6688,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,10137.6,6883.2,92593.4688,1
"VOEGELE, MARTIN W (MARTY)",REPUBLICAN,2010,HOUSE DISTRICT 067,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,1
"VOGT, DARREN E",REPUBLICAN,2014,SENATE DISTRICT 015,0,3,0,1,0,0,14,7,2,1,0,0,2,0,0,0,0,137,0,167,0,2092.5,0,232.5,0,0,24877.5,6277.5,395.25,93,0,0,697.5,0,0,0,0,40214.3625,0,74880.1125,1
"VOLLMER, LARRY",DEMOCRATIC,2014,SENATE DISTRICT 048,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,4,30,0,32550,0,0,0,0,0,0,0,0,0,0,0,0,139.5,0,0,6062.3352,40297.3929,79049.2281,1
"VOORHIES, BRETT",DEMOCRATIC,2010,HOUSE DISTRICT 092,0,5,1,2,0,0,1,4,2,0,2,82,12,0,6,0,0,121,0,238,0,1275,92,350,0,0,35,775,50,0,2596.8,59005,3375,0,11036.2,0,0,12457.88,0,91047.88,1
"VOORHIES, FRANKLYN",REPUBLICAN,2012,HOUSE DISTRICT 025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,520.7,613.7,3
"WALKER, DAVID",DEMOCRATIC,2012,HOUSE DISTRICT 034,0,0,0,1,0,0,0,0,0,0,0,16,1,0,1,0,0,36,9,64,0,0,0,480,0,0,0,0,0,0,0,12480,96,0,5184,0,0,6950.4,14900.208,40090.608,1
"WALKER, GREG",REPUBLICAN,2010,SENATE DISTRICT 041,2,1,15,7,0,14,35,24,0,7,2,6,7,0,1,0,1,31,2,155,765,1000,9028,7807.5,0,5605,19618.4,11209.33,0,2151,750,2581,1759,0,9163.29,0,465,8175.04,292.76,80370.32,2
"WALKER, TONY",DEMOCRATIC,2012,HOUSE DISTRICT 003,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,15946.5792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593.6,0,17540.1792,1
"WALL, TOM",REPUBLICAN,2010,SENATE DISTRICT 017,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,24,0,6172.96,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,10138.26,593.35,17304.57,1
"WALLIN, MIKE",DEMOCRATIC,2012,HOUSE DISTRICT 050,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,6,0,112.32,0,0,0,0,95.04,0,0,0,0,96,0,0,672,0,0,192,95.04,1262.4,1
"WALTERS, BILL",REPUBLICAN,2016,HOUSE DISTRICT 035,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870.05,0,3690.05,1
"WALTZ, BRENT",REPUBLICAN,2012,SENATE DISTRICT 036,2,1,4,2,0,8,17,21,0,9,1,38,11,0,3,0,1,54,1,173,720,480,1248,1440,0,2160,7104,10752,0,4032,1920,67623.36,8376,0,34323.6288,0,240,11375.04,239.1264,152033.1552,1
"WARNOCK, JEROD",DEMOCRATIC,2012,HOUSE DISTRICT 005,0,1,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,16,1,30,0,3840,0,0,0,0,192,0,0,0,0,17904,0,0,0,0,0,14155.2,1089.5424,37180.7424,1
"WARREN, RICK M (RICKY)",REPUBLICAN,2010,HOUSE DISTRICT 069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,1500,1
"WASHBURNE, THOMAS W",REPUBLICAN,2012,HOUSE DISTRICT 064,6,11,4,6,0,13,64,18,1,8,5,1,48,0,13,0,3,144,8,353,2082.5,14734.8088,1840,6781,0,3892,36912.25,13815.123,93,2265.5,26199,240,11928.372,0,76952.744,0,1150,20676.525,431.04,219993.8628,3
"WASHINGTON, DARREN L",DEMOCRATIC,2012,SENATE DISTRICT 003,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,12,4,26,0,9859.2,0,0,0,0,0,480,0,0,874.055,0,227.5,0,0,0,0,3856,312,15608.755,2
"WATERFILL, MARK",DEMOCRATIC,2012,SENATE DISTRICT 035,0,1,0,1,0,0,9,1,1,0,15,29,12,0,0,0,2,46,0,117,0,28.8,0,96,0,0,1056,192,288,0,5184.912,22944,2712,0,0,0,192,8616,0,41309.712,1
"WATERMAN, JOHN",REPUBLICAN,2010,SENATE DISTRICT 039,0,15,5,3,0,14,4,22,2,7,0,51,17,0,7,0,8,145,0,300,0,12800,3209,1680,0,4589,886,19520.5,120.9,1716,0,34877,15167,0,40319.9716,0,4075,77411.46,0,216371.8316,2
"WEBBER SR, THOMAS W",DEMOCRATIC,2010,HOUSE DISTRICT 004,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,21,1,27,0,500,0,0,0,0,0,0,0,0,0,400,700,0,250,0,0,5800,3130,10780,1
"WEBBER, KURT A",REPUBLICAN,2010,HOUSE DISTRICT 086,0,26,0,1,0,0,4,1,2,3,1,0,3,0,1,0,0,93,0,135,0,32682.12,0,500,0,0,1700,5000,500,655,1000,0,750,0,5500,0,0,12810.73,0,61097.85,1
"WEBSTER, BILL",REPUBLICAN,2010,SENATE DISTRICT 038,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26,3,32,0,576,0,0,0,0,0,0,0,0,0,480,0,0,7283.1,0,0,10220.45,1872.288,20431.838,2
"WEBSTER, PHIL",DEMOCRATIC,2016,SENATE DISTRICT 035,0,0,0,0,0,0,0,0,1,0,0,7,0,0,8,0,0,54,5,75,0,0,0,0,0,0,0,0,91,0,0,3958.5,0,0,17086.4512,0,0,15656.3589,95.186,36887.4961,1
"WEINGARTEN, JOSEPH L (JOE)",DEMOCRATIC,2010,HOUSE DISTRICT 029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,380,0,405,1
"WEINLEY, RANDALL TY",REPUBLICAN,2012,HOUSE DISTRICT 048,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3861.36,0,0,0,0,0,0,0,0,3861.36,1
"WELCH, ERIC C",REPUBLICAN,2010,HOUSE DISTRICT 035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1
"WELCH, PEGGY M",DEMOCRATIC,2010,HOUSE DISTRICT 060,4,20,13,14,0,33,26,27,2,108,5,47,32,0,7,0,5,150,6,499,2920,13547.5432,6824,7934,0,12998,16688,9522,1104,49204.4,522.0052,38939,12149.792,0,12729.0432,0,1896,60309.2472,15391.344,262678.3748,2
"WENNING, TAMI D",REPUBLICAN,2010,HOUSE DISTRICT 067,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,25,0,1496.6,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,5380,0,6926.6,1
"WESCO, TIMOTHY",REPUBLICAN,2010,HOUSE DISTRICT 021,5,14,15,9,0,19,19,41,10,9,1,6,11,0,7,0,0,179,9,354,1940.5,2562.45,5475,3710,0,9220,8862.5,13549,1005,10309,455,2169,3531.5,0,22190,0,0,67110.95,10524.1228,162614.0228,4
"WEST, RONALD H (RON)",REPUBLICAN,2010,HOUSE DISTRICT 058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1
"WHITE, BOB",REPUBLICAN,2012,HOUSE DISTRICT 055,5,6,0,0,0,0,1,5,1,1,1,0,0,0,0,0,0,54,2,76,3068.3136,2736,0,0,0,0,240,6108.48,96,96,960,0,0,0,0,0,0,10352.64,48.2592,23705.6928,1
"WHITE, TERRY A",DEMOCRATIC,2012,SENATE DISTRICT 050,0,23,0,2,0,0,1,0,0,0,2,4,3,0,2,0,0,55,5,97,0,81457.9776,0,768,0,0,576,0,0,0,751.9104,1152,1200,0,1440,0,0,20144.6688,13314.2688,120804.8256,1
"WHITIS, HARRIS LLOYD (TAD)",REPUBLICAN,2014,SENATE DISTRICT 047,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,28,0,33480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48262.3035,4743.5766,86485.8801,1
"WHITMORE, GARY",REPUBLICAN,2016,HOUSE DISTRICT 098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,1
"WIESER, JIM",DEMOCRATIC,2014,HOUSE DISTRICT 015,0,5,0,0,0,0,4,2,0,0,0,16,1,0,2,0,0,43,3,76,0,2790,0,0,0,0,2092.5,697.5,0,0,0,15949.5,930,0,5347.5,0,0,24974.2107,25610.7492,78391.9599,1
"WILBER, MIKE",DEMOCRATIC,2012,HOUSE DISTRICT 082,0,4,0,0,0,0,0,0,0,0,0,31,0,0,4,0,0,8,0,47,0,258.7488,0,0,0,0,0,0,0,0,0,13530,0,0,1839.5,0,0,916,0,16544.2488,3
"WILEY, SARA",DEMOCRATIC,2016,SENATE DISTRICT 032,0,15,0,1,0,0,0,0,1,0,0,14,0,0,20,0,0,95,0,146,0,2606.6586,0,227.5,0,0,0,0,22.75,0,0,38447.5,0,0,152928.3574,0,0,82159.35,0,276392.116,1
"WILLIAMS, LORA N",REPUBLICAN,2012,HOUSE DISTRICT 055,0,5,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,55,15,81,0,23760,0,0,0,0,0,0,240,96,960,0,432,0,0,0,0,9153.6,10507.2,45148.8,1
"WILLIAMSON, DOUG",REPUBLICAN,2012,HOUSE DISTRICT 056,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,919.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709.1084,0,8628.2604,2
"WILLIS, SCOTT",REPUBLICAN,2016,SENATE DISTRICT 020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,46,0,2342.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12398.75,1319.5,16060.2897,1
"WILSON, ANDREW",REPUBLICAN,2010,SENATE DISTRICT 049,0,1,1,0,0,6,4,2,0,3,0,0,4,0,0,0,0,143,12,176,0,100,500,0,0,360,450,1000,0,350,0,0,447.62,0,0,0,0,27373.76,1875,32456.38,1
"WILSON, LEW",REPUBLICAN,2016,HOUSE DISTRICT 059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5994.3338,1317.68,7312.0138,1
"WILSON, STEPHEN A",REPUBLICAN,2012,HOUSE DISTRICT 038,0,0,0,0,0,0,3,0,2,0,0,7,1,0,0,0,0,29,0,42,0,0,0,0,0,0,182.4,0,48,0,0,14573.5296,288,0,0,0,0,3720,0,18811.9296,1
"WISEHEART, LEE ANN",REPUBLICAN,2010,SENATE DISTRICT 046,0,26,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,174,3,205,0,7104.99,0,250,0,0,0,0,0,0,0,0,100,0,0,0,0,21184.1,217.59,28856.68,1
"WISNER, TRENT",DEMOCRATIC,2012,HOUSE DISTRICT 069,0,5,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,15,1,35,0,4137.6,0,0,0,0,0,0,1840.32,0,0,9216,0,0,0,0,0,4263.1296,1098.24,20555.2896,1
"WISSEL, R BRUCE",REPUBLICAN,2014,SENATE DISTRICT 027,1,7,0,1,0,0,6,6,0,0,0,0,0,0,0,0,1,20,2,44,697.5,345.5973,0,1860,0,0,12090,3218.8695,0,0,0,0,0,0,0,0,465,9602.25,2906.25,31185.4668,1
"WOESTE, VICTORIA",DEMOCRATIC,2016,HOUSE DISTRICT 026,0,3,0,0,0,0,0,1,6,1,0,18,1,0,0,0,0,130,3,163,0,1274,0,0,0,0,0,227.5,1501.5,227.5,0,70980,94.64,0,0,0,0,24202.1143,16449.9244,114957.1787,1
"WOLKINS, DAVID A",REPUBLICAN,2010,HOUSE DISTRICT 018,17,3,16,22,0,105,31,84,0,42,6,5,26,0,0,0,14,121,27,519,8391,5216,5433,11390.6,0,59097,15774.5,32376,0,19945.5,2191.5,1026,9469.5,0,0,0,5641,40994.95,8011.54,224958.09,4
"WOOD, DAVE",REPUBLICAN,2010,HOUSE DISTRICT 021,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,20,2,25,0,0,0,500,0,0,0,0,0,2427.2,0,500,0,0,0,0,0,5995,8344.19,17766.39,1
"WOODS, CHRIS",DEMOCRATIC,2016,HOUSE DISTRICT 065,0,4,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,39,3,71,0,1725.6967,0,0,0,0,0,0,0,0,0,26526.5,0,0,244.79,0,0,6188,1009.2992,35694.2859,1
"WORMAN, DENNY",REPUBLICAN,2010,HOUSE DISTRICT 085,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,10,0,289,0,0,0,0,0,0,672.96,0,0,0,0,0,0,0,0,5877.8868,0,6839.8468,4
"WORTHINGTON, KERRY (WORLY)",DEMOCRATIC,2012,HOUSE DISTRICT 023,0,0,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,5,1,19,0,0,0,0,0,0,240,480,0,0,0,6977.28,0,0,0,0,0,3168,1917.12,12782.4,1
"WRIGHT, CHRISTOPHER (CHRIS)",DEMOCRATIC,2012,HOUSE DISTRICT 018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,209.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.04,424.32,1
"WRIGHT, MELANIE M",DEMOCRATIC,2012,HOUSE DISTRICT 035,5,22,3,0,0,2,15,10,5,5,2,76,8,0,9,0,1,125,9,297,2125,9284.5928,1375,0,0,546,5732.5,4948.5,1112,1410.5,1066.5,212804.1306,5015,0,130238.5056,0,480,27255.898,7831.4051,411225.5321,3
"WYSS, THOMAS J (TOM)",REPUBLICAN,2010,SENATE DISTRICT 015,3,5,22,27,0,48,30,35,0,50,1,14,20,0,3,0,22,96,0,376,700,12250,10750,18700,0,26350,15300,29239.84,0,23800,5000,6100,8900,0,37792.88,0,16000,30555.22,0,241437.94,1
"YANKAUSKAS, MIKE",REPUBLICAN,2010,HOUSE DISTRICT 017,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27,5,34,0,0,0,0,0,500,200,0,0,0,0,0,0,0,0,0,0,4245,560,5505,1
"YARDE II, DAVID",REPUBLICAN,2010,HOUSE DISTRICT 052,6,12,5,2,0,15,8,14,0,5,0,2,4,0,0,0,0,100,0,173,1768,5146,2740,550,0,5462,2078,4886,0,1942,0,442,838,0,0,0,0,20712.44,0,46564.44,2
"YODER, CARLIN J",REPUBLICAN,2012,SENATE DISTRICT 012,2,0,16,6,0,22,14,24,2,19,4,3,11,0,1,0,3,25,3,155,3648,0,8592,4848,0,13824,6696,13104,1440,6864,3120,1056,4104,0,8761.536,0,2976,9456,307.2,88796.736,1
"YOUNG JR, RICHARD D",DEMOCRATIC,2010,SENATE DISTRICT 047,13,2,21,24,0,28,34,54,0,28,2,170,38,0,35,0,17,214,4,684,5220.5,32993.28,13113,8563.25,0,11018.56,16126.16,24132,0,12492.5,1153.3116,136283.2256,22319.25,0,96299.0213,0,8688,47659.9868,863.75,436925.7953,2
"YOUNG, DAN",REPUBLICAN,2012,HOUSE DISTRICT 013,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,986.3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986.3328,1
"YOUNG, JOHN T",REPUBLICAN,2012,HOUSE DISTRICT 047,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,18,0,10906.7504,0,910,0,0,960,0,0,0,0,0,0,0,0,0,0,5806,402.6096,18985.36,2
"YOUNG, R MICHAEL",REPUBLICAN,2012,SENATE DISTRICT 035,3,15,16,12,0,19,43,85,7,23,2,11,39,0,9,0,18,189,30,521,753,23133.0008,6772,7999,0,6206,14948.66,41307.686,1017.45,5489,12285,3522.4,27116.2,0,95082.958,0,6928.5,39434.8972,6480.9897,298476.7417,2
"ZAKAS, JOSEPH C (JOE)",REPUBLICAN,2010,SENATE DISTRICT 011,1,7,11,8,0,22,39,43,0,26,0,11,19,0,11,0,9,40,53,300,250,7000,5407.5,3645,0,7591,24501.5,27273.5,0,8752.5,0,3719,17427,0,96531.41,0,3274,13470.5,3483.5,222326.41,2
"ZENT, DENNIS J (DENNY)",REPUBLICAN,2012,HOUSE DISTRICT 051,4,10,7,5,0,17,33,52,28,288,1,4,20,0,0,0,0,300,4,773,897,3511.5,2593,2014,0,8139,11863.5,13989.59,4981.7,117142.542,273,1471,6345.5,0,0,0,0,80927.3078,168,254316.6398,3
"ZIEMKE, CINDY MEYER",REPUBLICAN,2010,HOUSE DISTRICT 067,0,8,6,1,0,7,10,23,10,11,3,1,16,0,3,0,2,234,2,337,0,28765.2288,2785,910,0,1938,5653,24482.9721,7703,3401,9065,186,4490,0,10580.208,0,505,63730.16,576,164770.5689,4
"ZOELLNER, SHANE",LIBERTARIAN,2016,SENATE DISTRICT 032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.95,0.2002,1952.1502,1
"ZOUCHA, KATHY",DEMOCRATIC,2016,HOUSE DISTRICT 085,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,1,17,0,0,0,0,0,0,0,0,0,0,87.4055,455,0,0,0,0,0,2258.4107,1127.49,3928.3062,1
